path,class,what,why,refs,entrypoint,voice,dead,grouped
AnalysisScripts/anchors/merged_monash_replicated_blocks/block_6/per_species.csv,PUBLIC,"One canonical block's MONASH species table from the pre-E5 replicated extraction, or that set's manifest.","The published deduplicated number is defined as the correction of these, so verifying the E5 arithmetic needs both sides.",39,,clean,n/a,anchors-replicated-blocks
AnalysisScripts/anchors/merged_monash_replicated_blocks/block_7/per_species.csv,PUBLIC,"One canonical block's MONASH species table from the pre-E5 replicated extraction, or that set's manifest.","The published deduplicated number is defined as the correction of these, so verifying the E5 arithmetic needs both sides.",39,,clean,n/a,anchors-replicated-blocks
AnalysisScripts/anchors/merged_monash_replicated_blocks/block_8/per_species.csv,PUBLIC,"One canonical block's MONASH species table from the pre-E5 replicated extraction, or that set's manifest.","The published deduplicated number is defined as the correction of these, so verifying the E5 arithmetic needs both sides.",39,,clean,n/a,anchors-replicated-blocks
AnalysisScripts/anchors/merged_monash_replicated_blocks/block_9/per_species.csv,PUBLIC,"One canonical block's MONASH species table from the pre-E5 replicated extraction, or that set's manifest.","The published deduplicated number is defined as the correction of these, so verifying the E5 arithmetic needs both sides.",39,,clean,n/a,anchors-replicated-blocks
AnalysisScripts/anchors/sigmab_raw/sigmab_block_01.log,PUBLIC,"One canonical block's raw Sigma_b ordering log, listing the per-pair counts the asymmetry test consumed.",The Sigma_b ordering result is published and these logs are the only committed record of the counts behind it.,1,,clean,n/a,anchors-sigmab-raw
AnalysisScripts/anchors/sigmab_raw/sigmab_block_02.log,PUBLIC,"One canonical block's raw Sigma_b ordering log, listing the per-pair counts the asymmetry test consumed.",The Sigma_b ordering result is published and these logs are the only committed record of the counts behind it.,1,,clean,n/a,anchors-sigmab-raw
AnalysisScripts/anchors/sigmab_raw/sigmab_block_03.log,PUBLIC,"One canonical block's raw Sigma_b ordering log, listing the per-pair counts the asymmetry test consumed.",The Sigma_b ordering result is published and these logs are the only committed record of the counts behind it.,1,,clean,n/a,anchors-sigmab-raw
AnalysisScripts/anchors/sigmab_raw/sigmab_block_04.log,PUBLIC,"One canonical block's raw Sigma_b ordering log, listing the per-pair counts the asymmetry test consumed.",The Sigma_b ordering result is published and these logs are the only committed record of the counts behind it.,1,,clean,n/a,anchors-sigmab-raw
AnalysisScripts/anchors/sigmab_raw/sigmab_block_05.log,PUBLIC,"One canonical block's raw Sigma_b ordering log, listing the per-pair counts the asymmetry test consumed.",The Sigma_b ordering result is published and these logs are the only committed record of the counts behind it.,1,,clean,n/a,anchors-sigmab-raw
AnalysisScripts/anchors/sigmab_raw/sigmab_block_06.log,PUBLIC,"One canonical block's raw Sigma_b ordering log, listing the per-pair counts the asymmetry test consumed.",The Sigma_b ordering result is published and these logs are the only committed record of the counts behind it.,1,,clean,n/a,anchors-sigmab-raw
AnalysisScripts/anchors/sigmab_raw/sigmab_block_07.log,PUBLIC,"One canonical block's raw Sigma_b ordering log, listing the per-pair counts the asymmetry test consumed.",The Sigma_b ordering result is published and these logs are the only committed record of the counts behind it.,1,,clean,n/a,anchors-sigmab-raw
AnalysisScripts/anchors/sigmab_raw/sigmab_block_08.log,PUBLIC,"One canonical block's raw Sigma_b ordering log, listing the per-pair counts the asymmetry test consumed.",The Sigma_b ordering result is published and these logs are the only committed record of the counts behind it.,1,,clean,n/a,anchors-sigmab-raw
AnalysisScripts/anchors/sigmab_raw/sigmab_block_09.log,PUBLIC,"One canonical block's raw Sigma_b ordering log, listing the per-pair counts the asymmetry test consumed.",The Sigma_b ordering result is published and these logs are the only committed record of the counts behind it.,1,,clean,n/a,anchors-sigmab-raw
AnalysisScripts/anchors/sigmab_raw/sigmab_block_10.log,PUBLIC,"One canonical block's raw Sigma_b ordering log, listing the per-pair counts the asymmetry test consumed.",The Sigma_b ordering result is published and these logs are the only committed record of the counts behind it.,1,,clean,n/a,anchors-sigmab-raw
AnalysisScripts/decay_parent_map_v1.json,INTERNAL,"The original decay-parent map, which does not conjugate antiparticle decays and is the artifact behind the conjugation bug.","Owner-ruled 2026-08-20: a known-defective artifact is a reproduction hazard in a reader's hands, and MAP_V1_CONJUGATION_BUG carries the evidence without shipping the file.",20,,clean,n/a,
AnalysisScripts/decay_parent_map_v1_1.json,PUBLIC,"The decay-parent map with the conjugation fix applied, chaining each species through its dominant channel.","It is a golden output, README rebuilds it from committed inputs, and the published extraction names it explicitly.",17,,clean,n/a,
AnalysisScripts/decay_parent_map_v2.json,PUBLIC,The species-level decay-parent map with fractional branching-ratio splits.,It is a golden output and the experiment-comparable convention uses it.,24,,clean,n/a,
AnalysisScripts/species_ordinals_v2.json,PUBLIC,"The derived 202-entry sector-charged species ordinal table, the spine the species axis is indexed by.",It is a golden output and every per-species number is addressed through it.,38,,clean,n/a,
Literature/References.bib,PUBLIC,The BibTeX database of works the project cites.,"A reader following the physics needs the citations, and a bibliography carries no third-party content.",11,,needs-rewrite,n/a,
Literature/pveen_14443260_msc_thesis-1_mwa2azwk.pdf,INTERNAL,"A 2 MB PDF of another author's MSc thesis, the predecessor work this project builds on.","Owner-ruled 2026-08-20: the export cites the thesis and drops the file, on the same reasoning as the ASD-STE100 exclusion.",2,,clean,n/a,
Makefile,PUBLIC,"The top-level driver: setup, doctor, build, card and registry checks, the test suite, submission targets and the environment verdict.",It is the entry point every documented workflow starts from.,55,tools/run_tests.sh,needs-rewrite,n/a,
POST_SUBMISSION.md,INTERNAL,"The parked-work list: everything deliberately deferred until after submission, with the rule that nothing on it blocks the paper.",It is a work queue for the authors and states itself that no paper claim depends on any of it.,21,,clean,n/a,
Paper/Tables/generated_heavy_flavor_summary.tex,INTERNAL,The generated LaTeX table of per-tune event counts and inclusive species yields that the manuscript includes.,Owner-ruled 2026-08-20: the manuscript is untracked and A9 records these numbers as descending from a superseded production.,12,,clean,n/a,
README.md,PUBLIC,"The rebuild guide, ordered by what a reader would actually do from nothing, with the smoke path and the list of what is not evidence.",It is the primary instruction for rerunning the analysis.,33,Makefile,needs-rewrite,n/a,
RELEASE_BLOCKERS.md,INTERNAL,"The closed list of remaining scope before release, every row citing a path, line or digest and its run status.","It is project management for the authors: it tracks what is left to do, not how to rerun or check anything.",40,Makefile,clean,n/a,
RENAMES.md,INTERNAL,"Records what the 2026-08-12 restructure moved, what it deliberately did not move, and the owner overrides that struck rows.","The export is a fresh single commit with no prior paths, so a record of moves out of an older layout has nothing to refer to.",15,generation/submit/runCondorJob.sh,clean,n/a,
REPRODUCIBILITY.md,PUBLIC,"States what must be true for a number from this repository to be reproducible, and how each contract, selector, threshold and pin is enforced.",It is the physics contract a reader checks a published number against.,41,Makefile,needs-rewrite,n/a,
STATE.md,PUBLIC,"The one-screen answer to where the project stands: what is frozen, what is pending, what is written but unrun, and what is not planned.","It tells a reader which numbers are final and which are provisional, which is a precondition for checking any of them.",39,,needs-rewrite,n/a,
Validation/AuditOriginResolution.C,PUBLIC,"Audits how heavy-flavour origins resolved in a raw file: unresolved, resolved, demoted and rejected candidates.",The unresolved-origin systematic is computed from exactly this accounting.,17,generation/submit/runCondorJob.sh,clean,no,
Validation/AuditSpeciesRegistry.C,PUBLIC,Audits the signed species registry against the linked PYTHIA's own particle data.,It is how the registry is shown to agree with the generator that produced the data.,11,,clean,no,
Validation/AuditTuneSettings.C,PUBLIC,Audits a produced file's recorded tune settings against the generated tune registry.,It is how a reader confirms a data file was made with the card it claims.,17,,clean,yes,
Validation/CalibrateBothCountersAgainstMinBias.C,PUBLIC,"The two-counter variant of that calibration, comparing both charged-multiplicity definitions against the same reference.","It answers which counter definition a class boundary refers to, which a reader comparing to data needs.",2,,clean,yes,
Validation/CalibrateMultiplicityAgainstMinBias.C,PUBLIC,Calibrates the charged-multiplicity counter against a published minimum-bias reference.,Three validation reports are its recorded output and the multiplicity classes are cut on the counter it calibrates.,28,,clean,no,
Validation/CompareNominalReproduction.C,PUBLIC,"Asks whether a rebuilt producer reproduces the nominal output file, as pre-registered.","It is the check a third party runs after building PYTHIA themselves, which README names as the project's largest portability limitation.",1,,clean,yes,
Validation/ListUnresolvedOrigins.C,PUBLIC,Lists the individual unresolved-origin candidates rather than counting them.,It is how a reader inspects the cases behind the published systematic.,11,generation/submit/runCondorJob.sh,clean,no,
Validation/MeasureUnresolvedSystematic.C,PUBLIC,"Measures the systematic from dropping unresolved candidates, per sector.",It produced the committed M7 charm and beauty block logs the published tables aggregate.,17,,clean,no,
Validation/PTHatSensitivity.C,PUBLIC,Extracts the predeclared pTHat sensitivity test from its immutable manifest and decides it.,The published pTHat threshold rests on this test's verdict.,8,,clean,no,
Validation/TestAnalysisRawInputContract.C,PUBLIC,Compiles the reduction against a raw file and asserts the input contract holds.,"A test in the PUBLIC suite compiles it, so the suite needs it.",8,,clean,no,
Validation/TestHardCarrierUniqueness.C,PUBLIC,Asserts that a hard carrier resolves uniquely under the shared helper.,"Hard-carrier uniqueness is an assumption of the observable, and this is the only file that tests it.",8,,clean,yes,
Validation/TestInclusiveRawKinematics.C,PUBLIC,Compiles the inclusive kinematic spectra macro and asserts its raw-level kinematics.,"It bears on the inclusive spectra blocker, so it answers a question a referee can ask.",8,,clean,yes,
Validation/TestPlotProjectionCuts.C,PUBLIC,Asserts that the plotting macro's projection cuts select the intended sparse ranges.,"It checks the cuts behind every published figure, and the census argues explicitly against sweeping unrun validators away.",16,,clean,yes,
Validation/TestPlotReferenceMultiplicityContracts.C,PUBLIC,Asserts the plotting macro's reference-multiplicity contracts inside a memory file.,A test in the PUBLIC suite compiles it.,6,,clean,no,
Validation/TestPrimaryChargedDefinition.C,PUBLIC,Asserts two claims about the primary-charged definition against the installed PYTHIA rather than against fixtures.,"The primary-charged definition is what the multiplicity classes count, so its live-generator check is reader-facing.",13,,clean,yes,
Validation/ValidateCanonicalRawManifest.C,PUBLIC,"Validates every raw file named by a canonical manifest, reusing the raw validator.",It is how a whole campaign's inputs are certified before the merge.,11,,clean,no,
Validation/ValidatePairBlockClosure.C,PUBLIC,The closure gate: checks the central against its blocks and returns the content and invariant counts.,"It is the check that a merge is complete, and the brief rules boundary receipts PUBLIC.",28,extraction/pipeline/tune_chain.sh,needs-rewrite,no,
Validation/ValidatePairDirectory.C,PUBLIC,"Checks a completed pair directory against the pair registry and the object contract, name by name.","The reduction promotes a directory only if this passes, so it defines a valid analysis output.",25,,clean,no,
Validation/ValidateRawOutput.C,PUBLIC,Validates one produced raw file against the canonical schema and emits the origin audit the receipt records.,It is the gate every raw file passes before it may be analysed.,21,generation/submit/runCondorJob.sh,clean,no,
Validation/ValidateSpeciesAxisClosure.C,PUBLIC,"Checks the 202-ordinal species axis against the six-bin category axis it refines, exactly.",SPECIES_AXIS_VALIDATION is its record and the species axis carries the published decomposition.,4,,clean,no,
Validation/validate_canonical_manifest.sh,PUBLIC,Drives that manifest validation over a campaign.,It is the entry point for the campaign-scale input gate.,10,,needs-rewrite,no,
Validation/validate_pair_block_closure.sh,PUBLIC,"Resolves the requested schema tag and runs the closure gate, rejecting an unknown schema before ROOT starts.",The published three-tune table is gated on this script's verdict.,30,extraction/pipeline/tune_chain.sh;merging/merge_root_files.sh,needs-rewrite,no,
Validation/validate_pair_directory.sh,PUBLIC,The wrapper the reduction calls to validate a staged pair directory.,README's smoke path names it as the validation step.,25,analysis/run_status_analysis.sh;merging/merge_root_files.sh,needs-rewrite,no,
Validation/validate_raw_output.sh,PUBLIC,Runs that raw validator and writes the receipt beside the file.,"The receipt is the evidence a raw file is usable, and this writes it.",8,generation/submit/runCondorJob.sh,clean,no,
ValidationReports/NCH_CALIBRATION_20260730.md,PUBLIC,Calibrates the charged-multiplicity counter against a published minimum-bias reference under PYTHIA 8.315.,"It is the first calibration of the counter the multiplicity classes are cut on, and later reports are stated as supersessions of it.",12,,clean,n/a,
ValidationReports/NCH_CALIBRATION_PYTHIA8317_20260801.md,INTERNAL,Repeats that calibration under the pinned stock PYTHIA 8.317 and supersedes the 8.315 result.,"docs/PHYSICS.md now carries the current generator version, measured counter value, and class-boundary source.",2,,clean,n/a,
ValidationReports/NCH_DECAY_POLICY_BIAS_8317.md,PUBLIC,Re-measures the bias the decay policy puts on the charged-multiplicity count at the pinned version.,"It corrects a figure quoted in the design rationale, so a reader checking the class definition needs it.",12,,clean,n/a,
ValidationReports/PREPRODUCTION_GATE_REPORT_20260730.md,INTERNAL,"The human-readable evidence ledger for the pre-production gate, concluding that full production was not authorized at that date.",It is an authorization decision at a superseded state of the project.,4,,clean,n/a,
ValidationReports/PTHAT_MULTIPLICITY_SCAN_8317.md,PUBLIC,Scans the hard sample's charged multiplicity against the pTHat minimum at the pinned version.,REPRODUCIBILITY section 1 cites it as the evidence for the pTHat threshold the production uses.,42,,clean,n/a,
ValidationReports/PYTHIA_JUNCTION_HANG_20260731.md,PUBLIC,"Records the PYTHIA junction-splitting infinite loop found in a pilot campaign, with the configuration that triggers it.","The hang guard and the non-random event loss it causes are stated in README, and this is the measurement behind that statement.",6,,clean,n/a,
analysis/Analysis_README.md,PUBLIC,"Explains the one-pass reduction, its output contract and how the canonical slot numbering works.",It is the subsystem guide for the stage between raw files and pair files.,14,,needs-rewrite,n/a,
analysis/a2_block_shift.py,PUBLIC,"Turns the A2 per-slot yields into the per-block shift, refusing any variation not in the frozen list.",It produces the published A2 delta.,12,,needs-rewrite,no,
analysis/a2_pair_yield.C,PUBLIC,Computes multiplicity-binned pair yields for one slot of the A2 pair-level unresolved systematic.,It is the measurement code behind a published systematic and its pre-registration names it.,8,,clean,no,
analysis/hf_mult_pt_analysis_multi.C,PUBLIC,The unified heavy-flavour multiplicity and transverse-momentum analysis over produced files.,It is the reduction behind the subsample transverse-momentum figures.,11,,clean,no,
analysis/run_hf_analysis.sh,PUBLIC,Drives that unified analysis over a set of produced files.,It is its documented entry point.,7,,clean,no,
analysis/run_status_analysis.sh,PUBLIC,"The canonical reduction wrapper: writes 300 signed pair files to staging, validates the directory, and promotes it atomically only on success.",It is the documented reduction entry point and the fail-closed promotion is part of the contract.,33,,needs-rewrite,no,
analysis/status_analysis_THnSparse_qq.C,PUBLIC,The one-pass central publication analysis: reads the canonical raw schema once and emits the pair objects the merge consumes.,It is the stage that turns generated events into the published observable.,56,analysis/run_status_analysis.sh,clean,no,
analysis/status_analysis_qq.C,INTERNAL,"The non-THnSparse azimuthal-correlation reduction, superseded by the THnSparse one-pass analysis.","Owner-ruled 2026-08-20: it follows the split chain, whose only consumer of this file sits in attic and which the export does not carry.",15,,clean,yes,
attic/count_events/CountEvents/generated_heavy_flavor_summary.C,INTERNAL,"Counts per-tune events and inclusive species yields from generated trees into the summary table, whose path it hard-codes.","Its class rested entirely on the table being published; the owner ruled that table INTERNAL on 2026-08-20, so the macro's reason to travel is gone.",11,,clean,yes,
attic/plotting/B_Balancing_GeneralPlotting.C,INTERNAL,"The original 2217-line balancing plotting macro, carrying its author's explanatory header, from the legacy balancing study.","No published number descends from the legacy balancing study once the two global canvases are dropped, and nothing in the chain calls it.",14,,clean,yes,
attic/plotting/configuration_pT.json,INTERNAL,The v2-era single-axis plotting configuration for the pT figures.,"The figures it configured are recorded as permanently not regenerable, so it is a record of an old state rather than a recipe.",3,,clean,n/a,
attic/plotting/configuration_pseudorapidity.json,INTERNAL,The v2-era single-axis plotting configuration for the pseudorapidity figures.,"The figures it configured are recorded as permanently not regenerable, so it is a record of an old state rather than a recipe.",3,,clean,n/a,
attic/plotting/configuration_rapidity.json,INTERNAL,The v2-era single-axis plotting configuration for the rapidity figures.,"The figures it configured are recorded as permanently not regenerable, so it is a record of an old state rather than a recipe.",3,,clean,n/a,
attic/plotting/improvedPlotting.C,INTERNAL,"The predecessor balancing-canvas macro, which reads the same merged product the live path consumes.","Owner-ruled 2026-08-20: a cross-check that nothing invokes does not travel, and the live macro is the one a reader runs.",18,,needs-rewrite,yes,
attic/plotting/plotting_documentation.md,INTERNAL,Documents a prepare and finalize gate stage of the plotting chain that no longer exists.,"Its substance was measured to have been folded into the live plotting README, and the two tokens left behind name removed machinery.",14,,clean,n/a,
attic/split_chain/bb_mult_pt_analysis_multi.C,INTERNAL,"One file of the separate bbbar, ccbar and qqbar production and reduction chain: its producers, its six PYTHIA cards, its reductions and wrappers.","Owner-ruled 2026-08-20: the export does not carry it, and README section 6 loses the sentence that offered it.",5,,clean,yes,attic-split-chain
attic/split_chain/bbbarcorrelations_status.cpp,INTERNAL,"One file of the separate bbbar, ccbar and qqbar production and reduction chain: its producers, its six PYTHIA cards, its reductions and wrappers.","Owner-ruled 2026-08-20: the export does not carry it, and README section 6 loses the sentence that offered it.",9,,clean,yes,attic-split-chain
attic/split_chain/bbbarcorrelations_status_JUNCTIONS.cpp,INTERNAL,"One file of the separate bbbar, ccbar and qqbar production and reduction chain: its producers, its six PYTHIA cards, its reductions and wrappers.","Owner-ruled 2026-08-20: the export does not carry it, and README section 6 loses the sentence that offered it.",2,,clean,yes,attic-split-chain
attic/split_chain/cc_mult_pt_analysis_multi.C,INTERNAL,"One file of the separate bbbar, ccbar and qqbar production and reduction chain: its producers, its six PYTHIA cards, its reductions and wrappers.","Owner-ruled 2026-08-20: the export does not carry it, and README section 6 loses the sentence that offered it.",6,,clean,yes,attic-split-chain
attic/split_chain/ccbarcorrelations_status.cpp,INTERNAL,"One file of the separate bbbar, ccbar and qqbar production and reduction chain: its producers, its six PYTHIA cards, its reductions and wrappers.","Owner-ruled 2026-08-20: the export does not carry it, and README section 6 loses the sentence that offered it.",6,,clean,yes,attic-split-chain
attic/split_chain/ccbarcorrelations_status_JUNCTIONS.cpp,INTERNAL,"One file of the separate bbbar, ccbar and qqbar production and reduction chain: its producers, its six PYTHIA cards, its reductions and wrappers.","Owner-ruled 2026-08-20: the export does not carry it, and README section 6 loses the sentence that offered it.",2,,clean,yes,attic-split-chain
attic/split_chain/pythiasettings_Hard_Low_bb.cmnd,INTERNAL,"One file of the separate bbbar, ccbar and qqbar production and reduction chain: its producers, its six PYTHIA cards, its reductions and wrappers.","Owner-ruled 2026-08-20: the export does not carry it, and README section 6 loses the sentence that offered it.",5,,clean,n/a,attic-split-chain
attic/split_chain/pythiasettings_Hard_Low_bb_JUNCTIONS.cmnd,INTERNAL,"One file of the separate bbbar, ccbar and qqbar production and reduction chain: its producers, its six PYTHIA cards, its reductions and wrappers.","Owner-ruled 2026-08-20: the export does not carry it, and README section 6 loses the sentence that offered it.",3,,clean,n/a,attic-split-chain
attic/split_chain/pythiasettings_Hard_Low_cc.cmnd,INTERNAL,"One file of the separate bbbar, ccbar and qqbar production and reduction chain: its producers, its six PYTHIA cards, its reductions and wrappers.","Owner-ruled 2026-08-20: the export does not carry it, and README section 6 loses the sentence that offered it.",4,,clean,n/a,attic-split-chain
attic/split_chain/pythiasettings_Hard_Low_cc_JUNCTIONS.cmnd,INTERNAL,"One file of the separate bbbar, ccbar and qqbar production and reduction chain: its producers, its six PYTHIA cards, its reductions and wrappers.","Owner-ruled 2026-08-20: the export does not carry it, and README section 6 loses the sentence that offered it.",3,,clean,n/a,attic-split-chain
attic/split_chain/pythiasettings_Hard_Low_qq.cmnd,INTERNAL,"One file of the separate bbbar, ccbar and qqbar production and reduction chain: its producers, its six PYTHIA cards, its reductions and wrappers.","Owner-ruled 2026-08-20: the export does not carry it, and README section 6 loses the sentence that offered it.",3,,clean,n/a,attic-split-chain
attic/split_chain/pythiasettings_Hard_Low_qq_JUNCTIONS.cmnd,INTERNAL,"One file of the separate bbbar, ccbar and qqbar production and reduction chain: its producers, its six PYTHIA cards, its reductions and wrappers.","Owner-ruled 2026-08-20: the export does not carry it, and README section 6 loses the sentence that offered it.",2,,clean,n/a,attic-split-chain
attic/split_chain/qq_draw_2D_correlations.C,INTERNAL,"One file of the separate bbbar, ccbar and qqbar production and reduction chain: its producers, its six PYTHIA cards, its reductions and wrappers.","Owner-ruled 2026-08-20: the export does not carry it, and README section 6 loses the sentence that offered it.",7,,clean,yes,attic-split-chain
attic/split_chain/qqbarcorrelations_status.cpp,INTERNAL,"One file of the separate bbbar, ccbar and qqbar production and reduction chain: its producers, its six PYTHIA cards, its reductions and wrappers.","Owner-ruled 2026-08-20: the export does not carry it, and README section 6 loses the sentence that offered it.",5,,clean,yes,attic-split-chain
attic/split_chain/run_bb_analysis.sh,INTERNAL,"One file of the separate bbbar, ccbar and qqbar production and reduction chain: its producers, its six PYTHIA cards, its reductions and wrappers.","Owner-ruled 2026-08-20: the export does not carry it, and README section 6 loses the sentence that offered it.",4,,clean,yes,attic-split-chain
attic/split_chain/run_cc_analysis.sh,INTERNAL,"One file of the separate bbbar, ccbar and qqbar production and reduction chain: its producers, its six PYTHIA cards, its reductions and wrappers.","Owner-ruled 2026-08-20: the export does not carry it, and README section 6 loses the sentence that offered it.",4,,clean,yes,attic-split-chain
attic/split_chain/status_analysis_bb.C,INTERNAL,"One file of the separate bbbar, ccbar and qqbar production and reduction chain: its producers, its six PYTHIA cards, its reductions and wrappers.","Owner-ruled 2026-08-20: the export does not carry it, and README section 6 loses the sentence that offered it.",4,,clean,yes,attic-split-chain
attic/split_chain/status_analysis_cc.C,INTERNAL,"One file of the separate bbbar, ccbar and qqbar production and reduction chain: its producers, its six PYTHIA cards, its reductions and wrappers.","Owner-ruled 2026-08-20: the export does not carry it, and README section 6 loses the sentence that offered it.",4,,clean,yes,attic-split-chain
config/a2_variations_v1.json,PUBLIC,The frozen named set of A2 origin-rule variations the block-shift analyzer is permitted to consume.,"The published A2 systematic is defined over exactly this set, and the analyzer refuses a variation outside it.",12,,needs-rewrite,n/a,
config/dataset_selector.json,PUBLIC,"The master selector carrying every dataset row and its publication eligibility, with no default active dataset.",The plotting and measurement chain refuses to run until a dataset is named from this file.,32,plotting/run_paper_plots.sh,needs-rewrite,n/a,
config/dataset_selector_hf_pt2.json,PUBLIC,The selector row for the HF_PT2 pilot dataset.,It names a dataset the chain and its tests resolve against.,5,,clean,n/a,
config/dataset_selector_hf_pt2_int.json,PUBLIC,The selector row for the multiplicity-integrated HF_PT2 variant.,The integrated observable is rendered through this selector.,4,,clean,n/a,
config/dataset_selector_hf_run3_v1.json,PUBLIC,"The selector row for the HF_RUN3_V1 publication dataset, carrying the digest of its authorization document.",It is the dataset every published number is rendered from.,15,,needs-rewrite,n/a,
config/dataset_selector_hf_sys_muf_down.json,PUBLIC,The signed dataset selector naming one variation campaign's merged inputs and its publication eligibility.,"The plotting and harvest chain refuses to run until a dataset is named, and these are the names for the variation campaigns.",1,,clean,n/a,dataset-selectors-systematics
config/dataset_selector_hf_sys_muf_up.json,PUBLIC,The signed dataset selector naming one variation campaign's merged inputs and its publication eligibility.,"The plotting and harvest chain refuses to run until a dataset is named, and these are the names for the variation campaigns.",1,,clean,n/a,dataset-selectors-systematics
config/dataset_selector_hf_sys_mur_down.json,PUBLIC,The signed dataset selector naming one variation campaign's merged inputs and its publication eligibility.,"The plotting and harvest chain refuses to run until a dataset is named, and these are the names for the variation campaigns.",1,,clean,n/a,dataset-selectors-systematics
config/dataset_selector_hf_sys_mur_up.json,PUBLIC,The signed dataset selector naming one variation campaign's merged inputs and its publication eligibility.,"The plotting and harvest chain refuses to run until a dataset is named, and these are the names for the variation campaigns.",3,,clean,n/a,dataset-selectors-systematics
config/dataset_selector_hf_sys_pdf_cteq6l1.json,PUBLIC,The signed dataset selector naming one variation campaign's merged inputs and its publication eligibility.,"The plotting and harvest chain refuses to run until a dataset is named, and these are the names for the variation campaigns.",1,,clean,n/a,dataset-selectors-systematics
config/dataset_selector_hf_sys_pthat_1.json,PUBLIC,The signed dataset selector naming one variation campaign's merged inputs and its publication eligibility.,"The plotting and harvest chain refuses to run until a dataset is named, and these are the names for the variation campaigns.",1,,clean,n/a,dataset-selectors-systematics
config/dataset_selector_hf_sys_pthat_4.json,PUBLIC,The signed dataset selector naming one variation campaign's merged inputs and its publication eligibility.,"The plotting and harvest chain refuses to run until a dataset is named, and these are the names for the variation campaigns.",1,,clean,n/a,dataset-selectors-systematics
config/dependencies.conf,PUBLIC,"The pinned dependency locations and versions that setupEnv.sh sources, each overridable from the environment.",Nothing runs without it and it holds the version pins REPRODUCIBILITY enforces.,15,,clean,n/a,
config/dependencies.local.conf.example,PUBLIC,The template a new machine copies to declare its own dependency paths.,It is how the documented rule that no tracked file carries a single-machine path is actually satisfied.,6,Makefile,clean,n/a,
config/heavy_flavour_pair_registry_v1.json,PUBLIC,"The expanded signed pair registry: every trigger and associate pair the analysis records, generated from the definition.",The 300 pair files and the closure counts are derived from it.,26,,clean,n/a,
config/heavy_flavour_species_v1.json,PUBLIC,The signed species registry with the ground-state rule and each state's central eligibility.,It decides which states may appear in a central published result.,16,,clean,n/a,
config/integrated_multiplicity_bin_v1.json,PUBLIC,Declares the multiplicity-integrated histogram entry that measurement renders need and the eleven-class configuration lacks.,The integrated arm of the published observable cannot be rendered without it.,2,,clean,n/a,
config/multiplicity_class_boundaries_v1.json,PUBLIC,The single source of the eleven multiplicity class boundaries.,"Every class label, inset and cut in the published figures is generated from this one file.",57,,clean,n/a,
config/pair_file_object_contract_v1.json,PUBLIC,"The versioned contract naming every object a pair file must contain, per schema version.",The closure counts a reader checks a merge against are derived from it rather than restated.,23,merging/merge_root_files.sh,clean,n/a,
config/pair_registry_definition_v1.json,PUBLIC,The hand-maintained definition of central triggers and associates that the expanded pair registry is generated from.,"It is the only editable registry source, so a reader tracing a pair back ends here.",6,,clean,n/a,
config/pdg_2025_species_reference_v1.json,PUBLIC,"The reproducibly extracted PDG 2025 reference for the registry's species, with the source files' URLs and digests.",It is the external authority the species audit test checks the registry against.,7,,clean,n/a,
config/pthat_sensitivity_v1.json,PUBLIC,"The predeclared specification of the pTHat sensitivity test: its ratios, thresholds and block structure.","The test is predeclared, so the published sensitivity result is only meaningful together with this file.",6,,clean,n/a,
config/statistical_robustness_v1.json,PUBLIC,"The frozen specification for the partition-sensitivity audit, with its predeclared absolute-activity intervals.",The audit's verdicts are defined against these frozen boundaries.,20,,clean,n/a,
config/systematic_variation_settings_v1.json,PUBLIC,The PYTHIA settings a generated systematics variation card may set that the nominal cards do not.,It is the allowlist that keeps a variation to exactly one changed setting.,6,,clean,n/a,
config/systematics_variations_v1.json,PUBLIC,"The generation-dependent systematic variations, one changed setting each, from which the variation cards are generated.",The published systematic uncertainty is the spread over exactly this list.,6,,clean,n/a,
config/tune_difference_allowlist_v1.json,PUBLIC,"Lists which card settings may differ between tunes and between jobs, and which must be identical everywhere.","It is what make cards checks, and it is how a reader knows the three tunes differ only in colour reconnection.",26,Makefile,clean,n/a,
docs/A2_PAIR_UNRESOLVED_PREREGISTRATION.md,PUBLIC,"Pre-registers the pair-level unresolved-origin systematic: the variation, the tie-break rule and the positive checks, before any job ran.","A pre-registration is the evidence that the method was fixed before the result, which is what makes the published systematic checkable.",11,,needs-rewrite,n/a,
docs/A2_PAIR_UNRESOLVED_RUN_RECORD.md,PUBLIC,"Records the A2 run against that pre-registration, on both tie-break directions, with the measured deltas.","It is the result the pre-registration was written to score, and the systematic it reports is published.",9,,needs-rewrite,n/a,
docs/A9_PAPER_TABLE_REGENERATION.md,PUBLIC,"Answers whether the published generated-summary table can be rebuilt without compute, and records that it cannot and why.","It is the honest provenance statement for a table that is in the paper right now, which a reader checking that table needs.",7,,needs-rewrite,n/a,
docs/B6_STATUS.md,INTERNAL,Tracks the B6 release blocker to its owner-ruled closure on a characterised residual.,"It is blocker bookkeeping: the physics conclusion it reaches is carried by the validation documents, not by this status page.",4,,clean,n/a,
docs/B_BARYON_ADVISORY_DIAGNOSTIC.md,PUBLIC,"Sets out the diagnostic ladder for the b-baryon particle and antiparticle advisory, its numbers superseded and its conclusion confirmed.","README section 3a runs the advisory tool against this ladder, so the document is the method behind a committed command.",10,,needs-rewrite,n/a,
